title,genres,budget,language,duration,year,vote_count,score
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Scream 2,0,24000000,## INCONSISTENCY ## ,120,1997,840,6.1
Serendipity,1,28000000,English,82,2001,85423,6.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Class,0,0,## INCONSISTENCY ## ,128,2008,174,6.8
The Lunchbox,0,1000000,Hindi,104,2013,30479,7.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
A Christmas Story,1,0,## INCONSISTENCY ## ,94,1983,344,7.4
Eddie: The Sleepwalking Cannibal,1,1500000,English,83,2012,1231,5.7
Palo Alto,0,0,## INCONSISTENCY ## ,100,2014,348,6.4
Untraceable,0,35000000,## INCONSISTENCY ## ,101,2008,238,5.9
The Smurfs,1,110000000,## INCONSISTENCY ## ,103,2011,1179,5.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Enough Said,1,8000000,English,93,2013,49240,7.1
Bedazzled,1,48000000,English,93,2000,81888,6.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
A Farewell to Arms,0,800000,English,79,1932,3519,6.6
Adam Resurrected,0,10000000,## INCONSISTENCY ## ,106,2008,22,6.4
CJ7,1,0,## INCONSISTENCY ## ,86,2008,107,6.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Rosewater,0,5000000,English,103,2014,8307,6.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Hangover,1,35000000,English,108,2009,583341,7.8
8: The Mormon Proposition,0,2500000,English,80,2010,1138,7.1
Blended,1,40000000,## INCONSISTENCY ## ,117,2014,1006,6.6
Fabled,0,0,## INCONSISTENCY ## ,84,2002,0,0.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Buffalo Soldiers,1,15000000,## INCONSISTENCY ## ,98,2001,93,6.5
Dil Jo Bhi Kahey...,0,0,## INCONSISTENCY ## ,0,2006,0,0.0
Stigmata,0,29000000,## INCONSISTENCY ## ,103,1999,242,6.0
Safe,0,30000000,## INCONSISTENCY ## ,94,2012,799,6.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Feardotcom,0,42000000,English,101,2002,17309,3.3
The Ice Pirates,1,9000000,## INCONSISTENCY ## ,91,1984,49,5.7
Payback,0,50000000,English,90,1999,111368,7.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Risen,0,20000000,English,107,2016,12276,6.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Foodfight!,1,65000000,## INCONSISTENCY ## ,87,2012,28,2.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Saints and Soldiers,0,780000,English,90,2003,17725,6.8
Me and Orson Welles,0,25000000,English,107,2008,9264,6.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
What's Love Got to Do with It,0,0,## INCONSISTENCY ## ,118,1993,72,6.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Hackers,0,20000000,## INCONSISTENCY ## ,107,1995,398,6.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Coraline,0,60000000,English,100,2009,143121,7.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Wicker Park,0,30000000,English,114,2004,44979,7.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Death Race 2000,1,300000,English,80,1975,19875,6.2
"War, Inc.",1,5000000,## INCONSISTENCY ## ,106,2008,86,5.6
The Virginity Hit,1,3400000,English,86,2010,3467,4.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Singing Detective,1,8000000,English,109,2003,7116,5.6
Mary Poppins,1,6000000,English,139,1964,107408,7.8
The City of Your Final Destination,0,8300000,English,117,2009,2311,6.4
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Dylan Dog: Dead of Night,1,20000000,English,107,2010,13026,5.1
The Fan,0,55000000,## INCONSISTENCY ## ,116,1996,194,5.7
The Beyond,0,0,## INCONSISTENCY ## ,87,1981,117,6.6
The Pianist,0,35000000,English,150,2002,497946,8.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Green Lantern,0,200000000,## INCONSISTENCY ## ,114,2011,2487,5.1
The Ninth Gate,0,38000000,English,133,1999,137722,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Birdman or (The Unexpected Virtue of Ignorance),1,18000000,English,119,2014,395087,7.8
Salton Sea,0,18000000,## INCONSISTENCY ## ,103,2002,104,7.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
"The Beast from 20,000 Fathoms",0,210000,English,80,1953,4812,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Mighty,1,0,## INCONSISTENCY ## ,100,1998,51,7.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
A Bug's Life,1,120000000,## INCONSISTENCY ## ,95,1998,2303,6.8
The Grudge 2,0,20000000,## INCONSISTENCY ## ,102,2006,283,5.2
Dragonslayer,0,18000000,## INCONSISTENCY ## ,108,1981,67,6.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Before Sunrise,0,2500000,English,105,1995,183288,8.1
Captain Phillips,0,55000000,English,134,2013,323353,7.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Kicking & Screaming,1,45000000,English,95,2005,30255,5.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Colombiana,0,40000000,## INCONSISTENCY ## ,108,2011,824,6.5
Get on the Bus,0,2400000,## INCONSISTENCY ## ,120,1996,11,7.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Mickey Blue Eyes,1,0,## INCONSISTENCY ## ,102,1999,140,5.3
Grosse Pointe Blank,1,15000000,English,107,1997,73347,7.4
Hang 'Em High,0,1800000,English,114,1968,25472,7.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Gangs of New York,0,100000000,## INCONSISTENCY ## ,167,2002,1910,7.1
Transformers: Revenge of the Fallen,0,150000000,## INCONSISTENCY ## ,150,2009,3138,6.0
Straightheads,0,0,## INCONSISTENCY ## ,88,2007,40,5.2
The Way Way Back,1,4600000,## INCONSISTENCY ## ,103,2013,688,7.1
[REC],0,1500000,## INCONSISTENCY ## ,78,2007,934,7.1
State of Play,0,60000000,## INCONSISTENCY ## ,127,2009,484,6.7
A Room for Romeo Brass,1,0,## INCONSISTENCY ## ,90,1999,18,7.3
The 5th Wave,0,38000000,English,112,2016,55617,5.2
Outside Bet,1,7500000,## INCONSISTENCY ## ,101,2012,2,5.8
Lone Survivor,0,40000000,## INCONSISTENCY ## ,121,2013,1526,7.4
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Concussion,0,35000000,English,123,2015,44788,7.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Wendell Baker Story,1,0,## INCONSISTENCY ## ,99,2005,16,5.2
Office Space,1,10000000,English,89,1999,200293,7.8
Jimmy and Judy,0,0,## INCONSISTENCY ## ,99,2006,8,5.4
Allegiant,0,110000000,English,120,2016,44296,5.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Curse of the Were-Rabbit,1,30000000,English,85,2005,98160,7.5
Blade: Trinity,0,65000000,English,122,2004,132954,5.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Charlie Bartlett,1,12000000,## INCONSISTENCY ## ,97,2008,225,6.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
A Christmas Carol,0,200000000,## INCONSISTENCY ## ,96,2009,1095,6.6
In the Company of Men,1,0,## INCONSISTENCY ## ,97,1997,44,6.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Fame,1,18000000,English,123,2009,14062,5.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Expendables,0,80000000,English,113,2010,270226,6.5
Wolf,0,0,## INCONSISTENCY ## ,125,1994,216,6.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Book of Shadows: Blair Witch 2,0,0,## INCONSISTENCY ## ,90,2000,212,4.3
Gods of Egypt,0,140000000,English,126,2016,51892,5.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Georgia Rule,1,20000000,## INCONSISTENCY ## ,113,2007,130,5.6
Secretary,1,4000000,## INCONSISTENCY ## ,104,2002,376,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
We Were Soldiers,0,75000000,## INCONSISTENCY ## ,138,2002,521,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Woman on Top,1,8000000,## INCONSISTENCY ## ,92,2000,46,5.5
Tadpole,1,150000,English,78,2000,5178,6.3
2 Guns,1,61000000,## INCONSISTENCY ## ,109,2013,1589,6.6
How High,1,12000000,English,93,2001,42644,6.2
Get Smart,1,80000000,## INCONSISTENCY ## ,110,2008,1051,6.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
True Romance,0,13000000,English,121,1993,163492,8.0
Oliver Twist,0,50000000,## INCONSISTENCY ## ,130,2005,274,6.7
Littleman,1,64000000,English,98,2006,39471,4.3
Flipped,1,14000000,English,90,2010,60460,7.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Timber,0,0,## INCONSISTENCY ## ,81,2015,15,4.1
Henry & Me,0,5000000,## INCONSISTENCY ## ,67,2014,3,3.0
Moliere,1,0,## INCONSISTENCY ## ,115,2007,45,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Invaders from Mars,0,12000000,## INCONSISTENCY ## ,100,1986,57,5.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
A Hard Day's Night,1,560000,## INCONSISTENCY ## ,88,1964,168,7.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Bachelorette,1,3000000,English,87,2012,37156,5.3
The Good Guy,1,3200000,## INCONSISTENCY ## ,90,2009,59,5.4
Orgazmo,1,1000000,## INCONSISTENCY ## ,94,1997,115,6.2
Samsara,0,4000000,## INCONSISTENCY ## ,102,2011,167,8.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Jane Got a Gun,0,25000000,English,98,2016,8885,5.8
Fantastic Four,0,120000000,English,100,2015,110486,4.3
Lord of War,0,50000000,English,122,2005,248123,7.6
Karachi se Lahore,1,0,## INCONSISTENCY ## ,0,2015,1,8.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Four Christmases,1,80000000,English,88,2008,48500,5.6
TRON: Legacy,0,170000000,English,125,2010,264183,6.8
The Best Years of Our Lives,0,2100000,## INCONSISTENCY ## ,172,1946,143,7.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Mamma Mia!,1,52000000,## INCONSISTENCY ## ,108,2008,1386,6.4
Dragon Blade,0,65000000,## INCONSISTENCY ## ,127,2015,145,5.9
Flash Gordon,0,20000000,English,111,1980,38017,6.4
Waterworld,0,175000000,## INCONSISTENCY ## ,135,1995,992,5.9
Saw 3D: The Final Chapter,0,20000000,English,90,2010,67978,5.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Horse Boy,0,160000,English,93,2009,586,7.4
Predator,0,18000000,## INCONSISTENCY ## ,107,1987,2093,7.3
Star Wars: Clone Wars: Volume 1,0,0,## INCONSISTENCY ## ,69,2005,27,8.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Deadfall,0,12000000,English,95,2012,32512,6.3
The Rose,0,8500000,English,125,1979,6142,6.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Pinocchio,0,2600000,## INCONSISTENCY ## ,88,1940,1355,6.9
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Severance,1,5000000,English,90,2006,31890,6.6
Irreversible,0,0,## INCONSISTENCY ## ,97,2002,538,7.1
Flatliners,0,26000000,English,115,1990,62037,6.6
Maximum Risk,0,25000000,English,101,1996,15814,5.4
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Sanctum,0,30000000,English,108,2011,47003,5.9
Yes Man,1,70000000,English,104,2008,271691,6.8
Mission: Impossible - Rogue Nation,0,150000000,## INCONSISTENCY ## ,131,2015,3224,7.1
