Income,Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person under 18,Householder,Hometype,Ethnic,Language
1,male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,three,none,own,house,white,english
1,male,married,35 thru 44,grades 9 to 11,factory worker/laborer/driver,more than ten years,yes,three,one,own,house,hispanic,spanish
1,female,single or never married,18 thru 24,graduated high school,military,one to three years,not married,two,none,rent,apartment,hispanic,english
0,male,single or never married,14 thru 17,graduated high school,factory worker/laborer/driver,one to three years,not married,five,three,own,apartment,hispanic,spanish
0,male,living together or not married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,four to six years,yes,eight,five,live with parents/family,house,hispanic,spanish
0,male,single or never married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,less than one year,not married,eight,five,rent,apartment,hispanic,spanish
0,male,single or never married,18 thru 24,graduated high school,military,one to three years,not married,nine or more,one,live with parents/family,apartment,hispanic,spanish
0,male,single or never married,14 thru 17,grades 9 to 11,factory worker/laborer/driver,less than one year,not married,one,six,live with parents/family,condominium,hispanic,english
1,male,married,35 thru 44,1 to 3 years of college,sales worker,more than ten years,yes,two,none,rent,apartment,white,english
0,female,divorced or separated,25 thru 34,1 to 3 years of college,clerical/service worker,four to six years,not married,six,four,rent,house,hispanic,english
0,female,divorced or separated,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,one,live with parents/family,house,white,english
1,female,divorced or separated,25 thru 34,college graduate,professional/managerial,one to three years,not married,two,none,rent,apartment,hispanic,english
1,male,single or never married,18 thru 24,college graduate,clerical/service worker,four to six years,not married,three,none,rent,apartment,hispanic,english
1,female,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,four,three,rent,house,white,english
1,female,married,25 thru 34,grad study,professional/managerial,more than ten years,yes,two,none,rent,apartment,white,english
1,male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,house,hispanic,english
1,female,divorced or separated,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,two,four,rent,apartment,hispanic,english
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,five,three,rent,house,hispanic,spanish
1,female,married,25 thru 34,grad study,sales worker,four to six years,yes,three,one,own,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,white,english
1,male,living together or not married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,yes,two,none,rent,house,white,english
1,male,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,house,white,english
1,female,widowed,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,four,two,own,house,white,english
0,male,divorced or separated,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,three,one,rent,house,white,english
0,male,divorced or separated,25 thru 34,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,four,one,rent,apartment,hispanic,spanish
0,female,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,house,white,english
0,male,single or never married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,not married,two,none,live with parents/family,house,hispanic,english
1,female,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,four,two,own,house,white,english
1,female,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,eight,six,own,house,hispanic,english
0,female,living together or not married,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,five,three,rent,house,white,english
0,female,divorced or separated,25 thru 34,grades 9 to 11,homemaker,more than ten years,not married,seven,six,rent,house,hispanic,spanish
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,seven,three,rent,house,hispanic,spanish
0,female,living together or not married,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,three,one,rent,apartment,white,english
0,female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,three,one,rent,house,white,english
1,female,divorced or separated,25 thru 34,grad study,professional/managerial,more than ten years,not married,two,none,own,mobile home,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,two,live with parents/family,house,white,spanish
1,female,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,five,three,live with parents/family,house,white,english
0,female,married,65 and over,graduated high school,homemaker,more than ten years,no,two,none,own,house,hispanic,english
0,female,married,55 thru 64,graduated high school,homemaker,more than ten years,no,two,none,rent,apartment,white,english
1,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,two,none,live with parents/family,house,white,english
0,male,single or never married,14 thru 17,grade 8 or less,student or hs or college,one to three years,not married,five,three,live with parents/family,apartment,hispanic,spanish
0,female,living together or not married,55 thru 64,grade 8 or less,retired,more than ten years,not married,two,none,live with parents/family,house,hispanic,english
0,female,married,65 and over,grades 9 to 11,homemaker,more than ten years,no,four,none,live with parents/family,house,hispanic,spanish
0,male,widowed,55 thru 64,grade 8 or less,retired,more than ten years,not married,one,none,own,mobile home,hispanic,english
0,female,living together or not married,18 thru 24,grades 9 to 11,clerical/service worker,more than ten years,yes,two,none,rent,apartment,white,english
0,male,living together or not married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,one to three years,yes,two,one,rent,apartment,hispanic,spanish
0,female,married,65 and over,grade 8 or less,homemaker,more than ten years,no,two,none,rent,house,hispanic,spanish
1,male,divorced or separated,45 thru 54,graduated high school,factory worker/laborer/driver,less than one year,not married,two,none,rent,house,hispanic,spanish
1,female,married,45 thru 54,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,two,none,own,house,white,english
0,female,widowed,55 thru 64,grad study,clerical/service worker,four to six years,not married,one,none,live with parents/family,house,white,english
0,male,living together or not married,25 thru 34,1 to 3 years of college,military,more than ten years,not married,two,one,rent,apartment,white,english
1,male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,own,house,white,english
1,female,living together or not married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,own,house,white,english
0,female,married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,yes,two,three,own,house,white,english
1,female,divorced or separated,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,four,three,own,house,white,english
0,female,divorced or separated,25 thru 34,graduated high school,factory worker/laborer/driver,four to six years,not married,one,none,rent,apartment,white,spanish
